prompt_name,index,source,ground_truth,prediction,correct,text_preview
cot_stepwise,0,Finance_TRUE_50,True,True,True,At least 61 people have been killed in clashes between different ethnic groups in Ethiopia s Oromiya...
cot_stepwise,1,Finance_TRUE_50,True,True,True,The Trump administration is nearing completion of new â€œBuy Americanâ€ rules to make it easier to ...
cot_stepwise,2,Finance_TRUE_50,True,False,False,German Finance Minister Wolfgang Schaeuble has issued a warning to U.S. President-elect Donald Trump...
cot_stepwise,3,Finance_TRUE_50,True,True,True,Singer Chris Brown and rapper Lil Wayne have reportedly been named in a federal investigation for th...
cot_stepwise,4,Finance_TRUE_50,True,False,False,â€¦    Is because he has a very powerful bullshit detector. We know this thanks to a fascinating and...
cot_stepwise,5,Finance_TRUE_50,True,True,True,Democrats were seething Tuesday night over President Donald Trumpâ€™s decision to nominate Judge Nei...
cot_stepwise,6,Finance_TRUE_50,True,True,True,(CNN) The Democratic candidates for president gathered in New Hampshire Thursday for their fifth deb...
cot_stepwise,7,Finance_TRUE_50,True,True,True,U.S. Republican presidential nominee Donald Trump on Friday accused Mexican billionaire Carlos Slim ...
cot_stepwise,8,Finance_TRUE_50,True,True,True,"â€œLook on the sunny side of life. â€ â€œTurn your face toward the sun, and the shadows will fall b..."
cot_stepwise,9,Finance_TRUE_50,True,True,True,Former Officer Peter Liang will not serve any time in prison for fatally shooting an unarmed man in ...
cot_stepwise,10,Finance_TRUE_50,True,True,True,Hungarian prosecutors said on Friday they had launched an investigation into the financial reporting...
cot_stepwise,11,Finance_TRUE_50,True,True,True,South Carolina is suing the U.S. government to recover $100 million in fines it says the Department ...
cot_stepwise,12,Finance_TRUE_50,True,True,True,"MOSCOW  â€”   Tiger shooter,   horseman and architect of Russiaâ€™s revival as a muscular global pow..."
cot_stepwise,13,Finance_TRUE_50,True,True,True,Democratic presidential nominee Hillary Clintonâ€™s campaign deployed a popular surrogate on Friday ...
cot_stepwise,14,Finance_TRUE_50,True,True,True,U.S. Republicans on Friday repealed a securities disclosure rule aimed at curbing corruption at ener...
cot_stepwise,15,Finance_TRUE_50,True,True,True,The U.S. Congress is struggling through another contentious week as infighting over defense spending...
cot_stepwise,16,Finance_TRUE_50,True,False,False,New York Times Reporter Karen Crouse queried 56 PGA players at the Genesis Open last week in Los Ang...
cot_stepwise,17,Finance_TRUE_50,True,True,True,Cambodian government lawyers filed a lawsuit on Friday to demand the dissolution of the main opposit...
cot_stepwise,18,Finance_TRUE_50,True,True,True,The United States stepped up pressure on China on Saturday to rein in its actions in the South China...
cot_stepwise,19,Finance_TRUE_50,True,True,True,"WASHINGTON  â€”   Travelers were stranded around the world, protests escalated in the United States ..."
cot_stepwise,20,Finance_TRUE_50,True,True,True,Saudi authorities fired a senior education official and other supervisors after a school textbook wa...
cot_stepwise,21,Finance_TRUE_50,True,True,True,Russia s parliament warned on Friday some U.S. and other foreign media could be declared  foreign ag...
cot_stepwise,22,Finance_TRUE_50,True,True,True,Hillary Clinton said on Wednesday she suspects President Donald Trumpâ€™s campaign gave guidance to ...
cot_stepwise,23,Finance_TRUE_50,True,True,True,"Editorâ€™s note: This article first ran on July 13, 2012, but weâ€™re running it again because the t..."
cot_stepwise,24,Finance_TRUE_50,True,True,True,WASHINGTON -- Former Florida Gov. Jeb Bush will lay out a vision of American foreign policy on Wedne...
cot_stepwise,25,Finance_TRUE_50,True,True,True,"YOU KIND OF WANT the fashion designer Rick Owens to be a monosyllabic, misanthropic recluse. Itâ€™s ..."
cot_stepwise,26,Finance_TRUE_50,True,True,True,"North Korea has backed presumptive U.S. Republican nominee Donald Trump, with a propaganda website p..."
cot_stepwise,27,Finance_TRUE_50,True,True,True,U.S. Senate Republicans may include a repeal of Obamacareâ€™s individual mandate in their version of...
cot_stepwise,28,Finance_TRUE_50,True,True,True,"India s top court unanimously ruled on Thursday that individual privacy is a fundamental right, a ve..."
cot_stepwise,29,Finance_TRUE_50,True,True,True,Video of a confrontation between a news photographer and protesters at the University of Missouri on...
cot_stepwise,30,Finance_TRUE_50,True,True,True,"On Friday morning, the third day in his four-day New England campaign swing, Libertarian presidentia..."
cot_stepwise,31,Finance_TRUE_50,True,True,True,MANILA  â€”   Philippine officials confirmed on Tuesday that a Canadian man held captive by the mili...
cot_stepwise,32,Finance_TRUE_50,True,True,True,The bipartisan commission responsible for arranging presidential debates on Sunday rebuffed Donald J...
cot_stepwise,33,Finance_TRUE_50,True,True,True,"Monday on the Senate floor, Majority Leader Mitch McConnell ( ) said the Senateâ€™s work on the heal..."
cot_stepwise,34,Finance_TRUE_50,True,True,True,WASHINGTON  â€”   Although there is plenty of anxiety in Washington about the shaky early performanc...
cot_stepwise,35,Finance_TRUE_50,True,False,False,"Thursdayâ€™s nuclear option vote restores 200 years of Senate practice, going far beyond Neil Gorsuc..."
cot_stepwise,36,Finance_TRUE_50,True,True,True,WASHINGTON  â€”   The whirlwind first week of Donald J. Trumpâ€™s presidency had all the bravura hal...
cot_stepwise,37,Finance_TRUE_50,True,True,True,Iraq s Kurdish region said on Thursday it had offered a joint Kurdish-Iraqi deployment at a strategi...
cot_stepwise,38,Finance_TRUE_50,True,False,False,"America's constitutional democracy is going to collapse.

Some day â€” not tomorrow, not next year, ..."
cot_stepwise,39,Finance_TRUE_50,True,True,True,"Donald Trumpâ€™s presidential campaign is buying commercial time on a TV station in West Palm Beach,..."
cot_stepwise,40,Finance_TRUE_50,True,True,True,Austria s Social Democratic (SPO) Chancellor Christian Kern pledged on Sunday to get to the bottom o...
cot_stepwise,41,Finance_TRUE_50,True,True,True,Americaâ€™s allies in Asia were silent on Wednesday over confusion about a U.S. aircraft carrier gro...
cot_stepwise,42,Finance_TRUE_50,True,True,True,U.S. Treasury Secretary Steven Mnuchin said on Friday that new sanctions imposed against Venezuela w...
cot_stepwise,43,Finance_TRUE_50,True,True,True,"North Carolina on Thursday repealed a law restricting bathroom use for transgender people, hoping to..."
cot_stepwise,44,Finance_TRUE_50,True,False,False,"Marine Le Pen, the presidential candidate for Franceâ€™s populist National Front (FN) has pledged to..."
cot_stepwise,45,Finance_TRUE_50,True,True,True,"LOS ANGELES  â€”   â€œThe Great Wall,â€ an epic fantasy film that cost at least $150 million to mak..."
cot_stepwise,46,Finance_TRUE_50,True,True,True,U.N. special envoy on Syria Staffan de Mistura will arrive in Kazakhstan s capital on Friday to take...
cot_stepwise,47,Finance_TRUE_50,True,False,False,Washington Post writer Erik Wemple has updated his fake news story to indicate that Breitbart News w...
cot_stepwise,48,Finance_TRUE_50,True,True,True,European Council President Donald Tusk said on Tuesday that it was up to Britain to determine if the...
cot_stepwise,49,Finance_TRUE_50,True,True,True,"Donald Trump is running riot in the GOP china shop and gleefully tearing the place up.

Consider the..."
cot_stepwise,50,Finance_FAKE_50,False,False,True,You re gonna love this patriot! He speaks for each and every one of us who are 100% FED Up! with  of...
cot_stepwise,51,Finance_FAKE_50,False,False,True,"This article was written by Tyler Durden and originally published at Zero Hedge . 
Editor’s Comment:..."
cot_stepwise,52,Finance_FAKE_50,False,True,False,Donald Trump kicked off his Monday morning by tweeting something so stupid that it was necessary to ...
cot_stepwise,53,Finance_FAKE_50,False,False,True,"We Are Change 
Dow Jones Futures are plummeting -650 as I write this. It’s a repeat of Brexit as inv..."
cot_stepwise,54,Finance_FAKE_50,False,False,True,The world is reeling today as Britain just made the shocking decision to leave the European Union (E...
cot_stepwise,55,Finance_FAKE_50,False,False,True,"The woman in the picture above, Arlene Barnum, of Oklahoma, understands that the preservation of our..."
cot_stepwise,56,Finance_FAKE_50,False,False,True,"Man coolly gets to ATM machine after flashing Samsung Galaxy Note 7 to queue Posted on 
The Delhi Po..."
cot_stepwise,57,Finance_FAKE_50,False,False,True,"Everyone to blame for twats like Trump 'except the people who vote for them' 13-11-16 
PEOPLE who di..."
cot_stepwise,58,Finance_FAKE_50,False,True,False,"In the latest installment of “Islam In America,” Roqayah Chamseddine is joined by Sarah Anastasia, a..."
cot_stepwise,59,Finance_FAKE_50,False,False,True,"By D. Buxman October 31, 2016 
Speculator is, quite simply, the best novel that I have read in the p..."
cot_stepwise,60,Finance_FAKE_50,False,False,True,The idea of a Donald Trump presidency has been terrifying from the second he rode down that escalato...
cot_stepwise,61,Finance_FAKE_50,False,False,True,The 2016 election has been particularly hard on relationships. Social media is beginning to resemble...
cot_stepwise,62,Finance_FAKE_50,False,False,True,"21st Century Wire says Back in July, a federal appeals court intervened to block a North Carolina la..."
cot_stepwise,63,Finance_FAKE_50,False,False,True,When Keurig decided to side with Soros against Sean Hannity and Roy Moore s right to defend himself ...
cot_stepwise,64,Finance_FAKE_50,False,False,True,"(Live Streams Available Below) 
Anti-Trump protesters are massing all over the country at this momen..."
cot_stepwise,65,Finance_FAKE_50,False,False,True,Poor Bernie. He s been a public servant his whole life and what does he have to show for it? After H...
cot_stepwise,66,Finance_FAKE_50,False,True,False,Combat Obesity with a Balance of Omega-3 and Omega-6 The balance helps control health Image Credits:...
cot_stepwise,67,Finance_FAKE_50,False,Unknown,False,While the amount of Trump s ahem charitable giving is under investigation courtesy of the Washington...
cot_stepwise,68,Finance_FAKE_50,False,False,True,"Even if everything is not perfect, the situation of press freedom in Russia is not as black as some ..."
cot_stepwise,69,Finance_FAKE_50,False,True,False,A Bloomberg analysis of Amazon s same-day delivery service locations shows that Black neighborhoods ...
cot_stepwise,70,Finance_FAKE_50,False,False,True,One argument Trump supporters and conservatives are making is that there has been a lefward shift at...
cot_stepwise,71,Finance_FAKE_50,False,False,True,John Podesta is Hillary Clinton s former campaign chairman so you know he s a dirty bird. That s why...
cot_stepwise,72,Finance_FAKE_50,False,False,True,"Comments 
Republican nominee Donald Trump has been treading treasonous territory for months now, rai..."
cot_stepwise,73,Finance_FAKE_50,False,False,True,Join Patrick every Wednesday at Independent Talk 1100 KFNX and Alternate Current Radio for the very ...
cot_stepwise,74,Finance_FAKE_50,False,False,True,American taxpayers who expected Donald Trump to work hard for them are going to be sorely disappoint...
cot_stepwise,75,Finance_FAKE_50,False,False,True,Everyone needs to read this letter (click HERE) from Apple s CEO Tim Cook to their customers before ...
cot_stepwise,76,Finance_FAKE_50,False,False,True,I just happened to be listening to Rush today and want to pass this on to everyone. Please share thi...
cot_stepwise,77,Finance_FAKE_50,False,False,True,"Americans Seek to Help Persecuted Christians , Government Helps Muslims The people of the United Sta..."
cot_stepwise,78,Finance_FAKE_50,False,Unknown,False,"If we didn t know better, we d think the liberal press was actually stirring things up to make news ..."
cot_stepwise,79,Finance_FAKE_50,False,False,True,The above photo was snapped in Ferguson as thugs burned the city down. Could we see a repeat of that...
cot_stepwise,80,Finance_FAKE_50,False,False,True,"We Are Change 
A month ago, this writer told you about an ongoing conflict within the FBI that was v..."
cot_stepwise,81,Finance_FAKE_50,False,False,True,"For the first time since 1988, Latinos will be totally shut out from having any role in an administr..."
cot_stepwise,82,Finance_FAKE_50,False,False,True,The Ukrainian government does not fulfil the key requirement of the Minsk agreements on direct negot...
cot_stepwise,83,Finance_FAKE_50,False,False,True,The Democrats didn t waste any time pushing for more funding for Amtrak after the Philly crash but a...
cot_stepwise,84,Finance_FAKE_50,False,False,True,The US will likely start openly blackmailing Belarusian authorities over the nuclear power plant. Th...
cot_stepwise,85,Finance_FAKE_50,False,True,False,"Open borders have consequences Bob Barry Jr. is survived by his wife,  the lovely Gina,  his four ch..."
cot_stepwise,86,Finance_FAKE_50,False,False,True,". 
Your Most Honorableness, October 30th, 2016 
I read in the papers and on the Internet that the Bu..."
cot_stepwise,87,Finance_FAKE_50,False,False,True,Donald Trump wished Americans a Happy New Year by referring to millions of them as his enemies. And ...
cot_stepwise,88,Finance_FAKE_50,False,False,True,Donald Trump s executive order barring people from entering the United States from seven countries i...
cot_stepwise,89,Finance_FAKE_50,False,False,True,Crooked Hillary has always been crooked. She s just been better than anyone America s ever seen at n...
cot_stepwise,90,Finance_FAKE_50,False,False,True,This story gets more and more unbelievable every day The EPA has a record of releasing toxic runoff ...
cot_stepwise,91,Finance_FAKE_50,False,False,True,"In late November, Ukraine's Berdyansk and Nikopol gunboats and the Yany Kapu tugboat illegally cross..."
cot_stepwise,92,Finance_FAKE_50,False,False,True,"Has anyone seen Barack Obama lately? What about Valerie Jarrett, who actually MOVED IN to the Obama ..."
cot_stepwise,93,Finance_FAKE_50,False,False,True,"2016 presidential campaign by BAR executive editor Glen Ford 
The GOP won at the polls, but Black, b..."
cot_stepwise,94,Finance_FAKE_50,False,True,False,"Resource Packet for Allies Travelling to Standing Rock Posted on November 1, 2016 Resource Packet fo..."
cot_stepwise,95,Finance_FAKE_50,False,False,True,Another Gitmo detainee returns to terror Is anyone else starting to see a pattern here? Former Guant...
cot_stepwise,96,Finance_FAKE_50,False,True,False,"Bond, James Bond Daniel Craig is out of nearly $50,000 after donating to a questionable Super PAC. T..."
cot_stepwise,97,Finance_FAKE_50,False,False,True,"As a side note, the illegal aliens who are being dropped off across America in vans are OTM s or Oth..."
cot_stepwise,98,Finance_FAKE_50,False,True,False,"In retaliation for losing the North Carolina governor s race, Republicans are quickly moving to stri..."
cot_stepwise,99,Finance_FAKE_50,False,False,True,We live in a brave new world and change is coming whether we like it or not. Economies around the wo...
financial_expert,0,Finance_TRUE_50,True,True,True,At least 61 people have been killed in clashes between different ethnic groups in Ethiopia s Oromiya...
financial_expert,1,Finance_TRUE_50,True,True,True,The Trump administration is nearing completion of new â€œBuy Americanâ€ rules to make it easier to ...
financial_expert,2,Finance_TRUE_50,True,False,False,German Finance Minister Wolfgang Schaeuble has issued a warning to U.S. President-elect Donald Trump...
financial_expert,3,Finance_TRUE_50,True,False,False,Singer Chris Brown and rapper Lil Wayne have reportedly been named in a federal investigation for th...
financial_expert,4,Finance_TRUE_50,True,False,False,â€¦    Is because he has a very powerful bullshit detector. We know this thanks to a fascinating and...
financial_expert,5,Finance_TRUE_50,True,False,False,Democrats were seething Tuesday night over President Donald Trumpâ€™s decision to nominate Judge Nei...
financial_expert,6,Finance_TRUE_50,True,False,False,(CNN) The Democratic candidates for president gathered in New Hampshire Thursday for their fifth deb...
financial_expert,7,Finance_TRUE_50,True,True,True,U.S. Republican presidential nominee Donald Trump on Friday accused Mexican billionaire Carlos Slim ...
financial_expert,8,Finance_TRUE_50,True,False,False,"â€œLook on the sunny side of life. â€ â€œTurn your face toward the sun, and the shadows will fall b..."
financial_expert,9,Finance_TRUE_50,True,False,False,Former Officer Peter Liang will not serve any time in prison for fatally shooting an unarmed man in ...
financial_expert,10,Finance_TRUE_50,True,True,True,Hungarian prosecutors said on Friday they had launched an investigation into the financial reporting...
financial_expert,11,Finance_TRUE_50,True,True,True,South Carolina is suing the U.S. government to recover $100 million in fines it says the Department ...
financial_expert,12,Finance_TRUE_50,True,False,False,"MOSCOW  â€”   Tiger shooter,   horseman and architect of Russiaâ€™s revival as a muscular global pow..."
financial_expert,13,Finance_TRUE_50,True,False,False,Democratic presidential nominee Hillary Clintonâ€™s campaign deployed a popular surrogate on Friday ...
financial_expert,14,Finance_TRUE_50,True,True,True,U.S. Republicans on Friday repealed a securities disclosure rule aimed at curbing corruption at ener...
financial_expert,15,Finance_TRUE_50,True,True,True,The U.S. Congress is struggling through another contentious week as infighting over defense spending...
financial_expert,16,Finance_TRUE_50,True,False,False,New York Times Reporter Karen Crouse queried 56 PGA players at the Genesis Open last week in Los Ang...
financial_expert,17,Finance_TRUE_50,True,True,True,Cambodian government lawyers filed a lawsuit on Friday to demand the dissolution of the main opposit...
financial_expert,18,Finance_TRUE_50,True,True,True,The United States stepped up pressure on China on Saturday to rein in its actions in the South China...
financial_expert,19,Finance_TRUE_50,True,False,False,"WASHINGTON  â€”   Travelers were stranded around the world, protests escalated in the United States ..."
financial_expert,20,Finance_TRUE_50,True,True,True,Saudi authorities fired a senior education official and other supervisors after a school textbook wa...
financial_expert,21,Finance_TRUE_50,True,True,True,Russia s parliament warned on Friday some U.S. and other foreign media could be declared  foreign ag...
financial_expert,22,Finance_TRUE_50,True,True,True,Hillary Clinton said on Wednesday she suspects President Donald Trumpâ€™s campaign gave guidance to ...
financial_expert,23,Finance_TRUE_50,True,False,False,"Editorâ€™s note: This article first ran on July 13, 2012, but weâ€™re running it again because the t..."
financial_expert,24,Finance_TRUE_50,True,True,True,WASHINGTON -- Former Florida Gov. Jeb Bush will lay out a vision of American foreign policy on Wedne...
financial_expert,25,Finance_TRUE_50,True,False,False,"YOU KIND OF WANT the fashion designer Rick Owens to be a monosyllabic, misanthropic recluse. Itâ€™s ..."
financial_expert,26,Finance_TRUE_50,True,False,False,"North Korea has backed presumptive U.S. Republican nominee Donald Trump, with a propaganda website p..."
financial_expert,27,Finance_TRUE_50,True,True,True,U.S. Senate Republicans may include a repeal of Obamacareâ€™s individual mandate in their version of...
financial_expert,28,Finance_TRUE_50,True,True,True,"India s top court unanimously ruled on Thursday that individual privacy is a fundamental right, a ve..."
financial_expert,29,Finance_TRUE_50,True,False,False,Video of a confrontation between a news photographer and protesters at the University of Missouri on...
financial_expert,30,Finance_TRUE_50,True,True,True,"On Friday morning, the third day in his four-day New England campaign swing, Libertarian presidentia..."
financial_expert,31,Finance_TRUE_50,True,True,True,MANILA  â€”   Philippine officials confirmed on Tuesday that a Canadian man held captive by the mili...
financial_expert,32,Finance_TRUE_50,True,True,True,The bipartisan commission responsible for arranging presidential debates on Sunday rebuffed Donald J...
financial_expert,33,Finance_TRUE_50,True,True,True,"Monday on the Senate floor, Majority Leader Mitch McConnell ( ) said the Senateâ€™s work on the heal..."
financial_expert,34,Finance_TRUE_50,True,False,False,WASHINGTON  â€”   Although there is plenty of anxiety in Washington about the shaky early performanc...
financial_expert,35,Finance_TRUE_50,True,False,False,"Thursdayâ€™s nuclear option vote restores 200 years of Senate practice, going far beyond Neil Gorsuc..."
financial_expert,36,Finance_TRUE_50,True,False,False,WASHINGTON  â€”   The whirlwind first week of Donald J. Trumpâ€™s presidency had all the bravura hal...
financial_expert,37,Finance_TRUE_50,True,True,True,Iraq s Kurdish region said on Thursday it had offered a joint Kurdish-Iraqi deployment at a strategi...
financial_expert,38,Finance_TRUE_50,True,False,False,"America's constitutional democracy is going to collapse.

Some day â€” not tomorrow, not next year, ..."
financial_expert,39,Finance_TRUE_50,True,True,True,"Donald Trumpâ€™s presidential campaign is buying commercial time on a TV station in West Palm Beach,..."
financial_expert,40,Finance_TRUE_50,True,True,True,Austria s Social Democratic (SPO) Chancellor Christian Kern pledged on Sunday to get to the bottom o...
financial_expert,41,Finance_TRUE_50,True,True,True,Americaâ€™s allies in Asia were silent on Wednesday over confusion about a U.S. aircraft carrier gro...
financial_expert,42,Finance_TRUE_50,True,True,True,U.S. Treasury Secretary Steven Mnuchin said on Friday that new sanctions imposed against Venezuela w...
financial_expert,43,Finance_TRUE_50,True,True,True,"North Carolina on Thursday repealed a law restricting bathroom use for transgender people, hoping to..."
financial_expert,44,Finance_TRUE_50,True,False,False,"Marine Le Pen, the presidential candidate for Franceâ€™s populist National Front (FN) has pledged to..."
financial_expert,45,Finance_TRUE_50,True,False,False,"LOS ANGELES  â€”   â€œThe Great Wall,â€ an epic fantasy film that cost at least $150 million to mak..."
financial_expert,46,Finance_TRUE_50,True,True,True,U.N. special envoy on Syria Staffan de Mistura will arrive in Kazakhstan s capital on Friday to take...
financial_expert,47,Finance_TRUE_50,True,False,False,Washington Post writer Erik Wemple has updated his fake news story to indicate that Breitbart News w...
financial_expert,48,Finance_TRUE_50,True,True,True,European Council President Donald Tusk said on Tuesday that it was up to Britain to determine if the...
financial_expert,49,Finance_TRUE_50,True,False,False,"Donald Trump is running riot in the GOP china shop and gleefully tearing the place up.

Consider the..."
financial_expert,50,Finance_FAKE_50,False,False,True,You re gonna love this patriot! He speaks for each and every one of us who are 100% FED Up! with  of...
financial_expert,51,Finance_FAKE_50,False,False,True,"This article was written by Tyler Durden and originally published at Zero Hedge . 
Editor’s Comment:..."
financial_expert,52,Finance_FAKE_50,False,False,True,Donald Trump kicked off his Monday morning by tweeting something so stupid that it was necessary to ...
financial_expert,53,Finance_FAKE_50,False,False,True,"We Are Change 
Dow Jones Futures are plummeting -650 as I write this. It’s a repeat of Brexit as inv..."
financial_expert,54,Finance_FAKE_50,False,False,True,The world is reeling today as Britain just made the shocking decision to leave the European Union (E...
financial_expert,55,Finance_FAKE_50,False,False,True,"The woman in the picture above, Arlene Barnum, of Oklahoma, understands that the preservation of our..."
financial_expert,56,Finance_FAKE_50,False,False,True,"Man coolly gets to ATM machine after flashing Samsung Galaxy Note 7 to queue Posted on 
The Delhi Po..."
financial_expert,57,Finance_FAKE_50,False,False,True,"Everyone to blame for twats like Trump 'except the people who vote for them' 13-11-16 
PEOPLE who di..."
financial_expert,58,Finance_FAKE_50,False,False,True,"In the latest installment of “Islam In America,” Roqayah Chamseddine is joined by Sarah Anastasia, a..."
