prompt_name,index,claim,url,ground_truth,prediction,correct
cot_stepwise,0,Video Does Not Show Electric Scooter Bikes Abandoned in a 'Graveyard' Due to High Cost of Batteries,https://www.snopes.com/fact-check/electric-scooter-bike-abandoned-graveyard/,False,True,False
cot_stepwise,1,Cautionary notice regarding the Affordable Care Act,https://www.snopes.com/fact-check/penalty-shot/,False,False,True
cot_stepwise,2,Are the majority of cruise ships registered under foreign flags?,https://www.snopes.com/fact-check/cruise-ships-foreign-flags/,True,True,True
cot_stepwise,3,"Is Stacey Abrams responsible for a debt exceeding $50,000 in overdue taxes?",https://www.snopes.com/fact-check/stacey-abrams-back-taxes/,True,Unknown,False
cot_stepwise,4,Racist Product Color Descriptions,https://www.snopes.com/fact-check/hue-cry/,True,True,True
cot_stepwise,5,Corporate entities are paying a lot less taxes this year than they have in the past. Part of that is from a loophole in a bill that was passed in 2015.,https://www.politifact.com/factchecks/2017/mar/02/kip-kendrick/kendrick-mostly-right-about-reduced-corporate-tax-/,True,True,True
cot_stepwise,6,"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",https://www.politifact.com/factchecks/2008/sep/30/barack-obama/seniors-get-a-special-break/,True,True,True
cot_stepwise,7,Grand Canyon Skywalk,https://www.snopes.com/fact-check/grand-canyon-skywalk/,True,Unknown,False
cot_stepwise,8,Was a UFO Found at the Bottom of the Baltic Sea?,https://www.snopes.com/fact-check/unidentified-submerged-object/,False,Unknown,False
cot_stepwise,9,Did Nostradamus Predict the World Will Fall After a 'Feeble Man' Rules?,https://www.snopes.com/fact-check/nostradamus-predict-feeble-man/,False,False,True
cot_stepwise,10,Facebook to Ban 'Amen Posts',https://www.snopes.com/fact-check/facebook-amen-ban/,False,True,False
cot_stepwise,11,Did a Mandalay Bay Hotel Worker 'Vanish' After Giving an Interview?,https://www.snopes.com/fact-check/chad-nishimura-mandalay-bay-las-vegas/,False,False,True
